sentence,gt
"থাইল্যান্ডে, স্টিংরে চামড়া মানিব্যাগ এবং বেল্টে ব্যবহৃত হয়।","থাইল্যান্ডে, স্টিংরে চামড়া মানিব্যাগ এবং বেল্টে ব্যবহৃত হয়।"
মিসেস বুল বেশী টাকা দিয়েছেন।,মিসেস বুল $বেশী$ টাকা দিয়েছেন।
রোচ-টেলর-ওয়ারিক্যানরা খেললেন নিজেদের সামর্থ্য অনুযায়ী ছোট ছোট অথচ গুরুত্বপূর্ণ তিনটি ইনিংস।,রোচ-টেলর-ওয়ারিক্যানরা খেললেন নিজেদের সামর্থ্য অনুযায়ী $ছোট ছোট$ অথচ গুরুত্বপূর্ণ তিনটি ইনিংস।
বিল কেটে নেবো নাকি আরো নেবে?,বিল কেটে $নেবো$ $নাকি$ $আরো$ নেবে?
দক্ষিণ এশিয়ার ফুটবল মানচিত্র থেকে দেশটি বেরিয়ে যোগ দিয়েছে মধ্য এশিয়ায়।,দক্ষিণ এশিয়ার ফুটবল মানচিত্র থেকে দেশটি বেরিয়ে যোগ দিয়েছে মধ্য এশিয়ায়।
আল্লাহ সর্বদা আপনার মঙ্গল করুন।,আল্লাহ সর্বদা আপনার মঙ্গল করুন।
"তাঁর ডক্টরেট থিসিসের শিরোনাম ছিল ""মাউরিতে জটিল বাক্য গঠন""।","তাঁর ডক্টরেট থিসিসের শিরোনাম ছিল ""মাউরিতে জটিল বাক্য গঠন""।"
শোগুনরা এমনকি তাদেরকে শহরে কর সংগ্রাহক হিসেবে নিযুক্ত করেছিল।,শোগুনরা এমনকি তাদেরকে শহরে কর সংগ্রাহক হিসেবে নিযুক্ত করেছিল।
পরেশবাবু ইহাদের পিতা নহেন– তিনি ইহাদের দুই ভাইবোনকে ছেলেবেলা হইতে পালন করিয়াছেন।,পরেশবাবু $ইহাদের$ পিতা $নহেন$$–$ তিনি $ইহাদের$ দুই ভাইবোনকে ছেলেবেলা $হইতে$ পালন $করিয়াছেন$।
ঢাকায় নিয়ে যাওয়ার কথা বলে তিনি ইমরানকে সেখান থেকে নিয়ে চলে আসেন।,ঢাকায় নিয়ে যাওয়ার কথা বলে তিনি ইমরানকে সেখান থেকে নিয়ে চলে আসেন।
নাহ আজকে নিশ্চয় এ্যনিলা কিছু লিখেছে।,নাহ আজকে নিশ্চয় $এ্যনিলা$ কিছু লিখেছে।
তিনি ইউনিয়ন প্যাসিফিক রেলপথের একজন সরকারি পরিচালক নিযুক্ত হন।,তিনি ইউনিয়ন প্যাসিফিক রেলপথের একজন সরকারি পরিচালক নিযুক্ত হন।
হিবিয়া লাইন মেগুরো এবং আদাচি মধ্যে চলমান।,হিবিয়া লাইন মেগুরো $এবং$ $আদাচি$ মধ্যে চলমান।
বুলগেরিয়ান লেভ যে কোন ভাবেই হোক ইউরোতে আবদ্ধ।,বুলগেরিয়ান লেভ $যে কোন ভাবেই$ হোক ইউরোতে আবদ্ধ।
এই রাসায়নিক আক্রমণে ৮০ জনের অধিক সিরিয়ান নাগরিক মারা যান।,এই রাসায়নিক আক্রমণে ৮০ জনের অধিক সিরিয়ান নাগরিক মারা যান।
"উইলিয়াম ফিরে আসার পর, ভাইয়েরা শহরের বিভিন্ন হলে অভিনয় করতে শুরু করেছিল।","উইলিয়াম ফিরে আসার পর$,$ ভাইয়েরা শহরের বিভিন্ন হলে অভিনয় করতে শুরু করেছিল।"
"নিরীহ, নিরপরাধ মানুষকে নির্বিচারে হত্যা করা হয়েছে।","নিরীহ, নিরপরাধ মানুষকে নির্বিচারে হত্যা করা হয়েছে।"
খুন করে আমি ওখানেই ভঁড়ে রাখি।,খুন করে আমি ওখানেই $ভঁড়ে$ রাখি।
বাহিরের ঘটনার উপরেই সমস্ত দোষ চাপাইয়া নিজে নিষ্কৃতি লওয়া তাহার পক্ষে সহজ নহে।,$বাহিরের$ ঘটনার $উপরেই$ সমস্ত দোষ $চাপাইয়া$ নিজে নিষ্কৃতি $লওয়া$ $তাহার$ পক্ষে সহজ $নহে$।
"সামষ্টিক অর্থনীতিতে, ওল্ড উপযোগ তত্ত্ব এবং ভোক্তা চাহিদা তত্ত্ব উন্নত করেন।","সামষ্টিক অর্থনীতিতে$,$ ওল্ড উপযোগ তত্ত্ব $এবং$ ভোক্তা চাহিদা তত্ত্ব উন্নত করেন।"
.আর যত ধূলোবালি ময়লা আবর্জনা তা হলো নেগেটিভ থিংকিং!,$.আর$ যত $ধূলোবালি$ $ময়লা আবর্জনা$ তা হলো নেগেটিভ থিংকিং!
"প্রত্নতত্ত্ববিদরা একটা ক্রিপ্ট খুঁজে পায়, কিন্তু সেটা খালি।","প্রত্নতত্ত্ববিদরা একটা ক্রিপ্ট খুঁজে পায়, কিন্তু সেটা খালি।"
"""ইয়াজুজ মাজুজ সম্মুখ পানে ছুটে চলবে।","""ইয়াজুজ মাজুজ সম্মুখ পানে ছুটে চলবে।$$"
তার মানে বিশৃঙ্খলা বাড়ানো হচ্ছে ভবিষ্যতে যাওয়া আর বিশৃঙ্খলা কমানো হচ্ছে অতীতে যাওয়া।,তার মানে বিশৃঙ্খলা $বাড়ানো$ হচ্ছে ভবিষ্যতে যাওয়া আর বিশৃঙ্খলা $কমানো$ হচ্ছে অতীতে যাওয়া।
অবসর গ্রহণের পর প্যাটারসনকে অনেক সম্মাননা প্রদান করা হয়।,অবসর গ্রহণের পর প্যাটারসনকে অনেক সম্মাননা প্রদান করা হয়।
তুমি বকবক করে সময় নষ্ট করছো।,তুমি বকবক করে সময় নষ্ট করছো।
এক্ষেত্রে উচ্চতর প্রযুক্তি ব্যবহৃত হয় বিধায় সংশ্লিষ্ট ক্ষেত্রে যথেষ্ট দক্ষতা ও অভিজ্ঞতার প্রয়োজন পড়ে।,এক্ষেত্রে উচ্চতর প্রযুক্তি ব্যবহৃত হয়$$ বিধায় সংশ্লিষ্ট ক্ষেত্রে যথেষ্ট দক্ষতা ও অভিজ্ঞতার প্রয়োজন পড়ে।
টিমপেনিক পর্দাটা ম্যালিয়াসের সাথে যুক্ত থাকে।,টিমপেনিক পর্দাটা ম্যালিয়াসের সাথে যুক্ত থাকে।
তাদের চাচা মির্জা আবদুল্লাহ ছিলেন সেতারের একজন মহান শিক্ষক।,তাদের চাচা মির্জা আবদুল্লাহ ছিলেন সেতারের একজন মহান শিক্ষক।
হয়তো এই দুঃসাহসের মূল্য হিসেবেই জহিরকে জীবন দিতে হয়েছে।,হয়তো এই দুঃসাহসের মূল্য হিসেবেই জহিরকে জীবন দিতে হয়েছে।
তিনি তাঁর গোয়েন্দা বই “দারোগার দপ্তর”-এর জন্য পরিচিত ছিলেন।,তিনি তাঁর গোয়েন্দা বই “দারোগার দপ্তর”-এর জন্য পরিচিত ছিলেন।
সুশিক্ষিত মানুষ মাত্রেই স্ব-শিক্ষিত মানুষ।,সুশিক্ষিত মানুষ $মাত্রেই$ স্ব-শিক্ষিত মানুষ।
তিনি সেলোনিকা পোস্ট অফিসের পোস্টম্যান হিসেবে কাজ করেন।,তিনি সেলোনিকা পোস্ট অফিসের পোস্টম্যান হিসেবে কাজ করেন।
মারধর করতে করতে রক্তাক্ত গাদ্দাফিকে গাড়িতে তোলার দৃশ্য গণমাধ্যমে দেখানো হচ্ছিল।,মারধর করতে করতে রক্তাক্ত গাদ্দাফিকে গাড়িতে তোলার দৃশ্য গণমাধ্যমে দেখানো হচ্ছিল।
ছোট জায়ের মা এক কবিরাজের কাছে নিয়ে গেলেও কোন ফল হলনা মুনার।,ছোট জায়ের মা এক কবিরাজের কাছে নিয়ে গেলেও$ কোন$ ফল $হলনা$ মুনার।
কিন্তু পুরো ছবির কাজটি আসলে রণবীরের জন্য এতটা সহজও ছিল না।,কিন্তু পুরো ছবির কাজটি আসলে রণবীরের জন্য এতটা সহজও ছিল না।
ফুটবল মাঠের দুর্দান্ত পারফরম্যান্স দিয়েই সবাইকে আচ্ছন্ন করে রাখেন আর্জেন্টাইন তারকা।,ফুটবল মাঠের দুর্দান্ত পারফরম্যান্স দিয়েই সবাইকে আচ্ছন্ন করে রাখেন আর্জেন্টাইন তারকা।
কেমন আছে আমার সোনামণিটা?,কেমন আছে আমার সোনামণিটা?
"ক্ষমা চাহিবে কী, সে নিজেই ক্ষমা চাহিতে সাহস করে নাই।","ক্ষমা $চাহিবে$ কী, সে নিজেই ক্ষমা $চাহিতে$ সাহস $করে নাই$।"
তোমাকে তো ক্লান্ত লাগছে।,তোমাকে তো ক্লান্ত লাগছে।
সম্রাট এজন্য শাহজাদাকে তীব্রভাবে তিরস্কার করেন।,সম্রাট এজন্য শাহজাদাকে তীব্রভাবে তিরস্কার করেন।
আমি আর লিখব না!,আমি আর লিখব না!
"টিপ টিপ করে বৃষ্টি পড়ছে, মাঝে মাঝে মেঘ ডাকছে, বইছে হিমেল বাতাস।","টিপ টিপ করে বৃষ্টি পড়ছে, মাঝে মাঝে মেঘ ডাকছে, বইছে হিমেল বাতাস।"
অন্নপূর্ণা অনেক বিবেচনা করিয়া বোনঝির নিকট হইতে দূরেই থাকিতেন।,অন্নপূর্ণা অনেক বিবেচনা $করিয়া$ বোনঝির নিকট $হইতে$ দূরেই $থাকিতেন$।
"বেশ, ঘোরো দেখি।","বেশ, ঘোরো দেখি।"
তুই শুধু ভাইদের সালাম দিবি।,তুই শুধু ভাইদের সালাম দিবি।
পাওয়া উচিত।,পাওয়া উচিত$।$
তবে ভালো কিছু করতে হলে নিজের অফিসের বিভাগকে গুছিয়ে আনতে হবে।,তবে ভালো কিছু করতে হলে নিজের অফিসের বিভাগকে গুছিয়ে আনতে হবে।
যতবার ঢাউস সাইজের ব্রাজিল আর্জেন্টিনা জার্মানির পতাকাটা দেখি আপনাই স্ট্রেস হরমোনের তুমুল নিঃসরণ টের পাই।,যতবার ঢাউস সাইজের $ব্রাজিল আর্জেন্টিনা জার্মানির$ $পতাকাটা$ দেখি আপনাই স্ট্রেস হরমোনের তুমুল নিঃসরণ টের পাই।
মিলগুলো ক্রমবর্ধমান সান ফ্রান্সিসকো শহরে কাঠ পাঠাত।,মিলগুলো ক্রমবর্ধমান সান ফ্রান্সিসকো শহরে কাঠ পাঠাত।
আমাদের করণীয়আমরা এগিয়ে চলছি বর্তমানের সাথে।,আমাদের $করণীয়আমরা$ এগিয়ে চলছি বর্তমানের সাথে।
হঠাট দুদিন আগে বাসার কারেন্টের লাইন কেটে গেলে মিটার চেক করে দেখি আমার এই মাসের বকেয়া দেখাচ্ছে ৪০০০ এর মত।,$হঠাট$ দুদিন আগে বাসার কারেন্টের লাইন কেটে গেলে মিটার চেক করে দেখি আমার এই মাসের বকেয়া দেখাচ্ছে ৪০০০ এর $মত$।
বৃদ্ধ পুরুষ এবং মহিলাটি তাদের সাথিকে টেনে নিয়ে যাচ্ছিল।,বৃদ্ধ পুরুষ এবং মহিলাটি তাদের সাথিকে টেনে নিয়ে যাচ্ছিল।
সাইটটিতে প্রবেশের ক্ষেত্রে কিছু সীমাবদ্ধতা রয়েছে।,সাইটটিতে প্রবেশের ক্ষেত্রে কিছু সীমাবদ্ধতা রয়েছে।
কিন্তু রিয়াল সমর্থকদের হাসিটা আরও চওড়া করে দিলেন সম্ভবত গ্যারেথ বেলই।,কিন্তু রিয়াল সমর্থকদের হাসিটা আরও চওড়া করে দিলেন সম্ভবত গ্যারেথ বেলই।
১৯১১ সালের অক্টোবরে ইতালির যুদ্ধজাহাজ লিবিয়ার ত্রিপোলির উপকূলে হাজির হয়।,১৯১১ সালের অক্টোবরে ইতালির যুদ্ধজাহাজ লিবিয়ার ত্রিপোলির উপকূলে হাজির হয়।
গতকাল থেকে রাজশাহী নগরে ব্যাটারিচালিত রিকশা চলাচল বন্ধ করে দেয় কর্তৃপক্ষ।,গতকাল থেকে রাজশাহী নগরে ব্যাটারিচালিত রিকশা চলাচল বন্ধ করে দেয় কর্তৃপক্ষ।
মূল কেয়ার্নসফুট ভবনটি ঐতিহ্য হিসেবে তালিকাভুক্ত।,মূল কেয়ার্নসফুট ভবনটি ঐতিহ্য হিসেবে তালিকাভুক্ত।
ভাষার নামে স্বাধীন আমি ভাষা মোর পরিচয়মাতৃভাষা লজ্জা পেলে তোর জীবন যে অপচয়।,ভাষার নামে স্বাধীন আমি ভাষা$$ $মোর$ $পরিচয়মাতৃভাষা$$$ লজ্জা পেলে তোর জীবন যে অপচয়।
"""জার"" নামের উৎপত্তি অস্পষ্ট।","""জার"" নামের উৎপত্তি অস্পষ্ট।"
বাসার লোকজনও ওর খোঁজ জানে না।,বাসার লোকজনও ওর খোঁজ জানে না।
"চার্লস গ্রুব, সেন্ট মেরির রেক্টর, মনট্রোসে।","চার্লস গ্রুব, সেন্ট মেরির রেক্টর, মনট্রোসে।"
দিন কারো জন্য অপেক্ষা করে না।,দিন $কারো$ জন্য অপেক্ষা করে না।
হাতির চোখের দিকে তাকিয়ে অনুভব করি গভীর মমত্ব।,হাতির চোখের দিকে তাকিয়ে অনুভব করি গভীর মমত্ব।
"ছিলুম নিচের ঘরে, তখনই হাড় ঠিক করে দিয়েছি।","$ছিলুম$ নিচের ঘরে, তখনই হাড় ঠিক করে দিয়েছি।"
ফুটপাতে এক লোক বেগুন বিক্রি করছে।,ফুটপাতে এক লোক বেগুন বিক্রি করছে।
চারদিকে তাকাতে তাকাতে এক জায়গায় গিয়ে ওর নজর আটকে গেলো হঠাৎ।,চারদিকে তাকাতে তাকাতে এক জায়গায় গিয়ে ওর নজর আটকে $গেলো$ হঠাৎ।
তাই সুষ্ঠু তদন্তের স্বার্থে জাহাঙ্গীর আলমকে গোবিন্দগঞ্জ থানা থেকে প্রত্যাহার করতে হবে।,তাই সুষ্ঠু তদন্তের স্বার্থে জাহাঙ্গীর আলমকে গোবিন্দগঞ্জ থানা থেকে প্রত্যাহার করতে হবে।
এ জাতীয় বই আমি আগে পড়িনি তা কি করে বললে?,এ জাতীয় বই আমি আগে পড়িনি তা $কি$ করে বললে?
প্রতিরক্ষা কৌশলের অংশ হিসেবে আইএসের জঙ্গিরা রামাদিজুড়ে হাজার হাজার বোমা মাটিতে পুঁতে রেখেছে।,প্রতিরক্ষা কৌশলের অংশ হিসেবে আইএসের জঙ্গিরা রামাদিজুড়ে হাজার হাজার বোমা মাটিতে পুঁতে রেখেছে।
"বাস্তবিক আমরা দেখিতে পাই, এই প্রণালীই অনুসৃত হইয়াছে।","বাস্তবিক আমরা দেখিতে পাই, এই প্রণালীই অনুসৃত $হইয়াছে$।"
ভালবাসা শেষ বলে কথা নেই যখন তার প্রিয় জিনিস টা বিক্রি করে দেয় মানুষের উপকারে জন্য সেই তো প্রকৃত মানুষ,ভালবাসা শেষ বলে কথা নেই$$ যখন তার প্রিয় $জিনিস টা$ বিক্রি করে দেয় মানুষের $উপকারে$ জন্য সেই তো প্রকৃত মানুষ$$
একইসঙ্গে তার পর্যবেক্ষণে দেখা যায় ১৯১৮ সালের আগস্ট থেকে ১৯১৯ সালের জানুয়ারি পর্যন্ত মৃত্যুহার ছিল সবচাইতেবেশি।,একইসঙ্গে তার পর্যবেক্ষণে দেখা যায় ১৯১৮ সালের আগস্ট থেকে ১৯১৯ সালের জানুয়ারি পর্যন্ত মৃত্যুহার ছিল $সবচাইতে$বেশি।
"প্রয়াত হুমায়ূন আহমেদ সাহেবের মতে, প্রতিটি গ্রামেই একজন করে পাগল থাকে।","প্রয়াত হুমায়ূন আহমেদ সাহেবের মতে, প্রতিটি গ্রামেই একজন করে পাগল থাকে।"
"ফেসবুক মৃত্যুশয্যায়মার্কিন গবেষকেরা দাবি করছেন, ফেসবুকের জনপ্রিয়তা কমে যাওয়ার পালা শুরু হয়ে গেছে।","ফেসবুক $মৃত্যুশয্যায়মার্কিন$ গবেষকেরা দাবি করছেন, ফেসবুকের জনপ্রিয়তা কমে যাওয়ার পালা শুরু হয়ে গেছে।"
সবচেয়ে দরিদ্র নারীদের জন্য আমি মনে করি এটি সবচেয়ে খারাপ ব্যবস্থা।,সবচেয়ে দরিদ্র নারীদের জন্য আমি মনে করি$$ এটি সবচেয়ে খারাপ ব্যবস্থা।
এই স্থূল আধ্যাত্মিক তত্ত্বটিই সর্বপ্রকার নীতিবাক্যের মূলে নিহিত আছে।,এই স্থূল আধ্যাত্মিক তত্ত্বটিই সর্বপ্রকার নীতিবাক্যের মূলে নিহিত আছে।
তাঁর প্রকৃত নাম শেখ আজিজুর রহমান।,তাঁর প্রকৃত নাম শেখ আজিজুর রহমান।
সে যা বলছেন সে আর পাঁচজনকে ডেকে ডেকে শোনাবার মতো নয়।,সে যা বলছেন$$ সে আর পাঁচজনকে ডেকে ডেকে শোনাবার মতো নয়।
"রোজ, রোজ, তুমি কোথায়?","রোজ, রোজ, তুমি কোথায়?"
এই কারণে এরা দেখবেন ব্যাভিচার আর ধর্ষণকে একইভাবে সমান অপরাধ হিসাবে বিবেচনা করেন।,এই কারণে এরা দেখবেন ব্যাভিচার আর ধর্ষণকে একইভাবে সমান অপরাধ হিসাবে বিবেচনা করেন।
আমি তাকে ভাল করেই চিনি।,আমি তাকে $ভাল$ করেই চিনি।
এবার যেতে পারিস।,এবার যেতে পারিস।
"ডিল ওকে, রাজঙ্গম স্যার।","ডিল ওকে, রাজঙ্গম স্যার।"
সুদর্শন তালাত মোট ১৬ টি ছায়াছবিতে তখন অভিনয় করে ফেলেন।,সুদর্শন তালাত মোট ১৬ টি ছায়াছবিতে তখন অভিনয় করে ফেলেন।
জন বাটলার ছিলেন প্রথম মেয়র।,জন বাটলার ছিলেন প্রথম মেয়র।
সকাল হৈলে বড় কোন হুজুর খবর দিতে হবে।,সকাল $হৈলে$ বড় $কোন$ হুজুর খবর দিতে হবে।
আমি অবাক হয়ে বড় মেয়েটির চোখের দিকে তাকালাম।,আমি অবাক হয়ে বড় মেয়েটির চোখের দিকে তাকালাম।
"তাকে জেনিটো উপাধি দেওয়া হয়, কিন্তু এতিমখানার নথিতে এটি কোনভাবে জিমিটো হয়ে ওঠে।","তাকে জেনিটো উপাধি দেওয়া হয়, কিন্তু এতিমখানার নথিতে এটি $কোনভাবে$ জিমিটো হয়ে ওঠে।"
"বলিতে বলিতে মনে পড়িল, অনেক দিন বিহারী আসে নাই।","$বলিতে$ $বলিতে$ মনে $পড়িল$, অনেক দিন $বিহারী$ আসে নাই।"
এই অনুমতির মাধ্যমে লিঙ্কন তার উপনিবেশ স্থাপন প্রকল্প পরিচালনার জন্য একটি সংস্থা তৈরি করেন।,এই অনুমতির মাধ্যমে লিঙ্কন তার উপনিবেশ স্থাপন প্রকল্প পরিচালনার জন্য একটি সংস্থা তৈরি করেন।
আর সন্ধ্যার সময় তোলা ছবি আছে।,আর সন্ধ্যার সময় তোলা ছবি আছে।
তিনি নেতাজি নামে সমধিক পরিচিত।,তিনি নেতাজি নামে সমধিক পরিচিত।
"এর পরিবর্তে তিনি ""প্রাক্সিওলজি"" গ্রহণ করেন, কঠোরভাবে ""মিসের"" একটি ""পূর্ববর্তী"" পদ্ধতি।","এর পরিবর্তে তিনি ""প্রাক্সিওলজি"" গ্রহণ করেন, কঠোরভাবে ""মিসের"" একটি ""পূর্ববর্তী"" পদ্ধতি।"
ইস্তারত দমুজি-নামক মেষপালকের প্রণয়ে আবদ্ধ হলেন।,ইস্তারত দমুজি-নামক মেষপালকের প্রণয়ে আবদ্ধ হলেন।
ইন্ডিয়াকে প্রাপ্য সম্মান দেওয়া হয়না।,ইন্ডিয়াকে প্রাপ্য সম্মান দেওয়া হয়না।
"আপনারা পশু-পক্ষীকেও যে শস্য খাওয়াইতে চান না, ভারতের কৃষক সেই শস্যে প্রাণধারণ করে।","আপনারা পশু-পক্ষীকেও যে শস্য $খাওয়াইতে$ চান না, ভারতের কৃষক সেই শস্যে $প্রাণধারণ$ করে।"
কিন্তু দেশটির সামরিক জান্তা এখন পর্যন্ত সফল ভাবেই ক্ষমতা নিজেদের কাছে রাখতে সমর্থ হয়।,কিন্তু দেশটির সামরিক জান্তা এখন পর্যন্ত সফল ভাবেই ক্ষমতা নিজেদের কাছে রাখতে সমর্থ $হয়$।
এখন ওরা শান্ত হয়ে ফিরেছে।,এখন ওরা শান্ত হয়ে ফিরেছে।
তিনি মাধব কন্দলী-এর মূল পুথিগ্রন্থের সহায়ক রামায়ণ-এর পাঁচটা খণ্ড লিখেছিলেন।,তিনি মাধব $কন্দলী-এর$ মূল পুথিগ্রন্থের সহায়ক রামায়ণ-এর পাঁচটা খণ্ড লিখেছিলেন।
আমাদের দেশের সামগ্রিক অগ্রগতিতে নারীর অবদান কোনো অংশেই খাটো করে দেখার অবকাশ নেই।,আমাদের দেশের সামগ্রিক অগ্রগতিতে নারীর অবদান কোনো অংশেই খাটো করে দেখার অবকাশ নেই।
রবার্ট মর্টন ন্যান্সের জন্য মর্ডন এবং ই. জি. রেটালাক হুপারের জন্য ট্যালেক।,রবার্ট মর্টন ন্যান্সের জন্য মর্ডন এবং ই. জি. রেটালাক হুপারের জন্য ট্যালেক।
"তাঁর বানানো পুতুল আমি, অধিকার তাই তাঁরই বেশি।","তাঁর বানানো পুতুল আমি, অধিকার তাই তাঁরই বেশি।"
লেখালেখির প্রতি তার প্রচণ্ড টান থাকলে তাঁকে লেখালেখি থেকে দূরে থাকতে হয়েছে উচ্চশিক্ষার জন্য ইংল্যান্ডে কয়েক বছর কাটানোয়।,লেখালেখির প্রতি তার প্রচণ্ড টান থাকলে তাঁকে লেখালেখি থেকে দূরে থাকতে হয়েছে উচ্চশিক্ষার জন্য ইংল্যান্ডে কয়েক বছর কাটানোয়।
আমি দেখতে চাই ওদের কথা।,আমি $দেখতে$ চাই ওদের কথা।
"এরই মধ্যে অলিম্পিক থেকে নিষিদ্ধ হয়েছেন, দেশেও ফেরত পাঠানো হয়েছে তাঁকে।","এরই মধ্যে অলিম্পিক থেকে নিষিদ্ধ হয়েছেন, দেশেও ফেরত পাঠানো হয়েছে তাঁকে।"
আহত ব্যক্তিদের চট্টগ্রাম মেডিকেল কলেজ হাসপাতালের বিভিন্ন ওয়ার্ডে ভর্তি করানো হয়েছে।,আহত ব্যক্তিদের চট্টগ্রাম মেডিকেল কলেজ হাসপাতালের বিভিন্ন ওয়ার্ডে ভর্তি করানো হয়েছে।
বিশ্বের কোন জাতি কাজের বোলয় আমেরিকানদের চেয়ে সৎ ও দায়িত্ববান নন।,বিশ্বের $কোন$ জাতি কাজের $বোলয়$ আমেরিকানদের চেয়ে সৎ ও দায়িত্ববান নন।
নিত্যদিনের চলাফেরায় অসৌজন্যতার এমন অনেক ঘটনার সম্মুখীন হতে হয় যে মাঝে মধ্যে নিজেকে খুবই অসহায় মনে হয়।,নিত্যদিনের চলাফেরায় অসৌজন্যতার এমন অনেক ঘটনার সম্মুখীন হতে হয় যে মাঝে মধ্যে নিজেকে খুবই অসহায় মনে হয়।
"এর অল্প কিছুদিন পর, ""লেন্ডার"" কার্নফোর্থে ফিরে আসে এবং মেইনলাইন অপারেশন শুরু করে।","এর অল্প কিছুদিন পর$,$ $""লেন্ডার""$ কার্নফোর্থে ফিরে আসে এবং মেইনলাইন অপারেশন শুরু করে।"
মেথড অভিনয়ের কোন পর্যায়ে গেলে এমনটা সম্ভব তা আমার জানা নাই।,মেথড অভিনয়ের $কোন$ পর্যায়ে গেলে এমনটা সম্ভব তা আমার জানা নাই।
’কথাটা শুনেই গিন্নির সেদিনের ফোঁসফোঁসানি মনে পড়ে গেল... ‘এই সরকারী চাকরির জোর খাটিয়ে কতজনে কত ভালো ভালো স্কুলে ছেলেমেয়েকে ভর্তি করে।,$’কথাটা$ শুনেই গিন্নির সেদিনের ফোঁসফোঁসানি মনে পড়ে গেল$...$ $‘এই$ সরকারী চাকরির জোর খাটিয়ে কতজনে কত ভালো ভালো স্কুলে ছেলেমেয়েকে ভর্তি করে$।$
"একটু সাহায্য করুন, ওর নাম্বারে দশ হাজার টাকা বিকাশ করে দিন।","একটু সাহায্য করুন, ওর নাম্বারে দশ হাজার টাকা বিকাশ করে দিন।"
প্রেমের কথা আমরা সর্বত্র শুনিয়া থাকি।,প্রেমের কথা আমরা সর্বত্র $শুনিয়া$ থাকি।
বুঝলাম না এত বাড় বাড়ল আর বুদ্ধিমতি সরকার কিছুই টের পেলনা।,বুঝলাম না এত বাড় $বাড়ল$ আর বুদ্ধিমতি সরকার কিছুই টের $পেলনা$।
এম্বুলেন্স পাওয়া গেলো রেলে লাইনে।,এম্বুলেন্স পাওয়া $গেলো$ $রেলে লাইনে$।
"আমার এক আত্নীয়ের বাড়ি বুড়িমারি থেকে অনেক কাছে, ঢাকা থেকে ২ দিন আগেই সেই বাড়িতে উপস্থিত হই, তৃতীয়দিন সকালে মটর সাইকেল যোগেই চলে গেলাম লালমনির হাট জেলার পাটগ্রাম থানার বুড়িমারি স্থলবন্দরে।","আমার এক আত্নীয়ের বাড়ি বুড়িমারি থেকে অনেক কাছে, ঢাকা থেকে ২ দিন আগেই সেই বাড়িতে উপস্থিত হই, তৃতীয়দিন সকালে মটর সাইকেল যোগেই চলে গেলাম লালমনির হাট জেলার পাটগ্রাম থানার বুড়িমারি স্থলবন্দরে।"
বিহারী অবরুদ্ধহাস্যে নীরবে অভিনয় দেখিতে লাগিল।,বিহারী অবরুদ্ধহাস্যে নীরবে অভিনয় $দেখিতে$ $লাগিল$।
সবসময় উত্রা-পাত্রা করবি না!,$সবসময়$ উত্রা-পাত্রা করবি না!
এমন একটা মানুষ সে আর কোন দিন খুজে পাবে?,এমন একটা মানুষ সে আর $কোন$ দিন খুজে পাবে?
কারন উপনিবেশিক শাসকদের কাছে প্রজাদের কাছ থেকে ভুমিকর আদায় আর প্রজা দমন শাসন্ই ছিল মূল কাজ।,কারন $উপনিবেশিক$ শাসকদের কাছে প্রজাদের কাছ থেকে $ভুমিকর$ আদায় আর প্রজা দমন $শাসন্ই$ ছিল মূল কাজ।
একদিন এক সাধুর সাথে তার দেখা হলো।,একদিন এক সাধুর সাথে তার দেখা হলো।
কি করার কথা ভাবছেন আপনারা?,$কি$ করার কথা ভাবছেন আপনারা?
যেভাবে যত্ন নিয়ে ছবিটির কাজ করা হচ্ছে তাতে সবারই ভালো লাগবে।,যেভাবে যত্ন নিয়ে ছবিটির কাজ করা হচ্ছে তাতে সবারই ভালো লাগবে।
এখন সরকারিভাবে প্যালেসের নিয়ন্ত্রণ গ্রহণের জন্য মন্ত্রণালয়ের পরবর্তী নির্দেশনার জন্য অপেক্ষা করছি।,এখন সরকারিভাবে প্যালেসের নিয়ন্ত্রণ গ্রহণের জন্য মন্ত্রণালয়ের পরবর্তী নির্দেশনার জন্য অপেক্ষা করছি।
পৃথিবীটা বাঁচবে ততদিন যতদিন মানুষেরা থাকবে বেঁচে হাওড় বাঁচাও মানুষ বাঁচাওগবাদি পশু মানবিকতা শব্দটাও বাঁচাও।,পৃথিবীটা বাঁচবে ততদিন যতদিন মানুষেরা থাকবে বেঁচে$$ হাওড় বাঁচাও$$ মানুষ $বাঁচাওগবাদি$ পশু মানবিকতা$$ শব্দটাও বাঁচাও।
আমার স্বামীকে আমি ভয় পাই না।,আমার স্বামীকে আমি ভয় পাই না।
"কেন, আপনি জানেন না?","কেন, আপনি জানেন না?"
তুমি একজন মেয়ে।,তুমি একজন মেয়ে।
পরে সেখানে পুলিশ অবস্থান নিলে বিকেলে অবরোধকারীদের সঙ্গে পাল্টাপাল্টি ধাওয়ার ঘটনা ঘটে।,পরে সেখানে পুলিশ অবস্থান নিলে বিকেলে অবরোধকারীদের সঙ্গে $পাল্টাপাল্টি$ ধাওয়ার ঘটনা ঘটে।
বর্তমান সুপারিনটেনডেন্ট হলেন মি. ম্যাথিউ বাইস্ট্রাক।,বর্তমান সুপারিনটেনডেন্ট হলেন মি. ম্যাথিউ বাইস্ট্রাক।
তাই তো লিখিত আছে।,তাই তো লিখিত আছে।
